Country,GDP,info
Aruba,18713.43,na
Africa Eastern and Southern,762.89,na
Afghanistan,,na
Africa Western and Central,1103.19,na
Angola,516.13,na
Albania,717.38,"Alkid Ademi,7,340,Honourable mention;Aksel Bode,7,340,Honourable mention;Gerard Gjonaj,1,419,nan"
Andorra,18253.08,na
Arab World,2470.92,na
United Arab Emirates,28709.25,na
Argentina,8176.77,"Martín Mereb,22,131,Bronze medal;Gerardo Aguiar,19,167,Bronze medal;Juan Ignacio Fuxman,17,192,Bronze medal;Juan Angel Cappa,13,247,Honourable mention;Germán Rubino,13,247,Honourable mention;Jorge Luis Sacchini,10,285,nan"
Armenia,501.16,"Grigori Bagdasaryan,24,110,Bronze medal;Arman Melkumyan,21,142,Bronze medal;Khachik Sargsyan,18,177,Bronze medal;Hrayr Matevosyan,12,258,Honourable mention;Ara Hayrapetyan,11,272,nan;Haik Mkrtchyan,11,272,nan"
American Samoa,,na
Antigua and Barbuda,9556.83,na
Australia,23646.62,"Thomas Lam,38,15,Gold medal;Stephen Farrar,35,32,Gold medal;Norman Do,32,50,Silver medal;Justin Ghan,30,60,Silver medal;Daniel Virgil Mathews,29,70,Silver medal;Jonathan Kusilek,23,120,Bronze medal"
Austria,26705.48,"Florian Herzig,36,28,Gold medal;Veronika Petrova,16,200,Bronze medal;Reinhard Gruber,14,232,Honourable mention;Stephan Wagner,13,247,Honourable mention;Stefan Schaller,4,376,nan;Peter Palfrader,3,391,nan"
Azerbaijan,505.52,"Namig Guliyev,22,131,Bronze medal;Tariel Muradov,14,232,Honourable mention;Jagoub Aliev,7,340,nan;Perviz Gadjiev,6,356,nan;Andrey Turovskiy,4,376,nan;Natik Mustafaev,3,391,nan"
Burundi,164.23,na
Belgium,24820.94,"Eric Vandenbussche,21,142,Bronze medal;Ivo de Decker,20,155,Bronze medal;Laurent Waxweiler,16,200,Bronze medal;Stijn Symens,14,232,nan;Michel Baes,10,285,nan;Harald Devos,7,340,nan"
Benin,355.14,na
Burkina Faso,224.61,na
Bangladesh,395.32,na
Bulgaria,1361.41,"Ivan Ivanov,40,7,Gold medal;Rayko Tchalkov,37,22,Gold medal;Ivan Petrakiev,32,50,Silver medal;Nayden Kambouchev,30,60,Silver medal;Gueorgui Anguelov,29,70,Silver medal;Stoyan Atanassov,23,120,Bronze medal"
Bahrain,9728.45,na
The Bahamas,20415.71,na
Bosnia and Herzegovina,907.15,"Bakir Lačević,16,200,Bronze medal;Damir Hasić,9,299,Honourable mention;Amela Prelić,9,299,Honourable mention;Kerim Šuruliz,9,299,Honourable mention;Vedad Letić,2,408,nan"
Belarus,1396.66,"Ivan Lossev,31,56,Silver medal;Alexei Korenev,25,100,Silver medal;Ivan Fomin,24,110,Bronze medal;Aliaxei Pahirnitski,24,110,Bronze medal;Pavel Lukyanenka,21,142,Bronze medal;Dmitri Choumski,15,221,Bronze medal"
Belize,4011.02,na
Bermuda,48478.88,na
Bolivia,973.96,"Antonio Duvravcic,9,299,Honourable mention;Karla Ponce,3,391,nan;Javier Alejandro Belmonte,1,419,nan"
Brazil,5240.13,"Rui Lopes Viana Filho,25,100,Silver medal;Murali Srinivasan Vajapeyan,21,142,Bronze medal;Emanuel Carneiro,20,155,Bronze medal;André Arroyo Ruiz,19,167,Bronze medal;Frederico Vale Girão,18,177,Bronze medal;Marcelo de Souza,14,232,Honourable mention"
Barbados,9491.48,na
Brunei Darussalam,16593.43,na
Bhutan,644.09,na
Botswana,3100.17,na
Central African Republic,271.14,na
Canada,21901.56,"Byung-Kyu Chun,29,70,Silver medal;Adrian Chan,25,100,Silver medal;Mihaela Enachescu,21,142,Bronze medal;Sabin Cautis,16,200,Bronze medal;Jimmy Chui,10,285,Honourable mention;Adrian Birka,6,356,nan"
Central Europe and the Baltics,3748.51,na
Switzerland,41584.44,"Simon Baeriswyl,18,177,Bronze medal;Daniel Gerber,17,192,Bronze medal;Philipp Reinhard,9,299,nan;Jean Monnerat,5,364,nan;Tatiana Mantuano,4,376,nan"
Channel Islands,,na
Chile,5789.71,"Mario Andrés Ponce Acevedo,12,258,Honourable mention;José Antonio Vaisman Romero,11,272,Honourable mention;Nicolás Libedinsky Silva,3,391,nan;Patricia Marcela Arevalo Noordam,1,419,nan;Rafael Eusebio Labarca Guajardo,1,419,nan;Rodrigo Alfonso Bahamondes Cuadra,0,446,nan"
China,781.74,"Jiarui Han,38,15,Gold medal;Yi Ni,38,15,Gold medal;Jin Zou,38,15,Gold medal;Jinpeng An,37,22,Gold medal;Xiaoming Sun,37,22,Gold medal;Changjin Zheng,35,32,Gold medal"
Ivory Coast,1176.85,na
Cameroon,773.93,na
Democratic Republic of the Congo,135.89,na
"Congo, Rep.",807.89,na
Colombia,2860.04,"Oscar Felipe Bernal Pedraza,24,110,Bronze medal;Mateo Restrepo,20,155,Bronze medal;Andrés Martínez,18,177,Bronze medal;Gabriel Sosa,18,177,Bronze medal;Carlos Humberto Caicedo,16,200,Bronze medal;Carlos Humberto Torres Ardila,16,200,Bronze medal"
Comoros,721.63,na
Cabo Verde,1139.22,na
Costa Rica,3373.41,na
Caribbean small states,4419.1,na
Cuba,2306.38,"Lorver Duarte Puig,28,79,Silver medal;Enrique Portela García,20,155,Bronze medal;Alden Torres Cuón,16,200,Bronze medal;Maikel Garma de la Osa,10,285,Honourable mention;Ramiro Feria Purón,9,299,Honourable mention;Rafael Arturo Trujillo Rasúa,8,322,Honourable mention"
Curacao,,na
Cayman Islands,,na
Cyprus,14234.24,"Eleni Antoniou,3,391,nan;Loizos Michael,2,408,nan;Andreas Stylianides,0,446,nan"
Czechia,6034.49,na
Germany,26964.05,"Armin Holschbach,35,32,Gold medal;Ben Liese,29,70,Silver medal;Peter Wagner,28,79,Silver medal;Daniel Herden,26,97,Silver medal;Thomas Fischer,22,131,Bronze medal;Tobias Bahr,21,142,Bronze medal"
Djibouti,752.75,na
Dominica,4385.99,na
Denmark,32835.94,"Kasper Dupont,15,221,Bronze medal;Erik Soe Sørensen,13,247,Honourable mention;Kai Dainkhe Christensen,11,272,nan;Anders Reiter Skovborg,9,299,Honourable mention;Svend Oscar Petersen,4,376,nan;Hans Kristian Mikkelsen,1,419,nan"
Dominican Republic,2456.11,na
Algeria,1634.47,"Adel Merdaci,2,408,nan;Aziz Ghadjeti,1,419,nan;Nora Amrani,0,446,nan;Nassima Bouzid,0,446,nan"
Ecuador,2349.22,na
Egypt,1170.8,na
Eritrea,299.57,na
Spain,14730.8,"Miguel Lobo López,13,247,nan;Xavier Pérez Giménez,8,322,nan;Mario Andrés Montes García,6,356,nan;Max Bernstein Obiols,5,364,nan;Anatoli Segura Vélez,4,376,nan;Joseba Villate Bejarano,3,391,nan"
